,10
SR_Number,1-536444735
Status,Accepted
ACTIVITY,Wait
Involved_ST_Function_Div,missing
Involved_Org_line_3,Org line V7n
Involved_ST,V32 2nd
SR_Latest_Impact,Medium
Product,PROD542
Country,nl
Owner_Country,Netherlands
time_from_start,24785.814
time_from_previous_event(start),22539.403
daytime,41304.007
weekday,Friday
# ACTIVITY=In Progress,6
# ACTIVITY=Awaiting Assignment,3
# ACTIVITY=Resolved,0
# ACTIVITY=Assigned,1
# ACTIVITY=Closed,0
# ACTIVITY=Wait - User,0
# ACTIVITY=Wait - Implementation,0
# ACTIVITY=Wait,0
# ACTIVITY=Wait - Vendor,0
# ACTIVITY=In Call,0
# ACTIVITY=Wait - Customer,0
# ACTIVITY=Unmatched,0
# ACTIVITY=Cancelled,0
